patch_id,source_image_id,split,original_image_height,original_image_width,patch_row,patch_col,patch_height,patch_width,glacier_pixel_count,background_pixel_count,glacier_percentage,kept_or_filtered,padding_applied,padding_bottom,padding_right,padding_pixels,mean_B2,std_B2,mean_B3,std_B3,mean_B4,std_B4,mean_B8,std_B8,mean_B11,std_B11,mean_B12,std_B12,mean_NDVI,std_NDVI,mean_NDWI,std_NDWI,mean_NDSI,std_NDSI,mean_Elev,std_Elev,mean_Slope,std_Slope,mean_Aspect,std_Aspect
0235_r0000_c0000,0235,train,90,93,0,0,64,64,1287,2809,31.4209,kept,True,6,3,846,0.322383,0.104835,0.324302,0.097383,0.329286,0.09238,0.347077,0.07232,0.264383,0.038453,0.239484,0.035096,0.034956,0.060238,-0.045713,0.075017,0.079433,0.181616,4989.670898,85.372116,27.357845,13.445079,120.750511,119.834732
0235_r0000_c0032,0235,train,90,93,0,32,64,64,1182,2914,28.8574,kept,True,6,3,846,0.313028,0.113118,0.315845,0.105737,0.322279,0.099821,0.34444,0.076965,0.266458,0.039248,0.232163,0.034025,0.04431,0.064002,-0.058501,0.080529,0.060886,0.199369,4994.3125,51.343071,23.093935,11.589471,189.09552,105.864243
0235_r0032_c0000,0235,train,90,93,32,0,64,64,1310,2786,31.9824,kept,True,6,3,846,0.377073,0.103267,0.376607,0.09336,0.37975,0.087065,0.382755,0.072938,0.259784,0.04243,0.238097,0.036705,0.008427,0.032013,-0.015136,0.044632,0.167396,0.172701,5108.803223,103.393654,31.505781,12.897683,90.613037,92.023811
0235_r0032_c0032,0235,train,90,93,32,32,64,64,1202,2894,29.3457,kept,True,6,3,846,0.424215,0.09536,0.419813,0.088754,0.420858,0.084419,0.41827,0.073517,0.247449,0.041741,0.2235,0.036347,-0.000534,0.022506,-0.002004,0.029772,0.249431,0.141258,5050.695312,74.261391,24.159344,11.291722,141.441376,129.828201
0240_r0000_c0000,0240,train,104,61,0,0,64,64,541,3555,13.208,kept,True,24,3,1848,0.560089,0.078323,0.553501,0.07252,0.551373,0.068489,0.53276,0.060091,0.239862,0.033031,0.228226,0.028116,-0.016184,0.012875,0.017605,0.016025,0.387476,0.091943,5321.880859,82.924248,29.598146,8.623411,168.622559,64.712631
0240_r0032_c0000,0240,train,104,61,32,0,64,64,697,3399,17.0166,kept,True,24,3,1848,0.490728,0.084116,0.487941,0.078841,0.4893,0.075017,0.481015,0.06456,0.2521,0.029707,0.237005,0.022453,-0.006883,0.016453,0.004741,0.02077,0.30888,0.114565,5194.719727,78.317772,27.843895,7.628234,158.243683,42.366119
0240_r0064_c0000,0240,train,104,61,64,0,64,64,240,3856,5.8594,kept,True,24,3,1848,0.439763,0.07843,0.438928,0.072641,0.442028,0.068859,0.440539,0.060592,0.258357,0.027449,0.239565,0.022544,-0.000101,0.016577,-0.00423,0.021088,0.247552,0.11085,5117.177246,64.401665,27.845343,9.007629,129.041779,42.981556
0241_r0000_c0000,0241,train,98,68,0,0,64,64,462,3634,11.2793,kept,True,30,28,5624,0.536283,0.087751,0.529932,0.081892,0.528097,0.07768,0.512848,0.069957,0.227302,0.027315,0.219291,0.024734,-0.01361,0.01383,0.014733,0.016836,0.388151,0.098825,5284.799805,99.915398,32.866158,8.604848,165.035126,59.123188
0241_r0000_c0032,0241,train,98,68,0,32,64,64,251,3845,6.1279,kept,True,30,28,5624,0.553186,0.093765,0.544751,0.088082,0.542006,0.083834,0.526178,0.076683,0.222686,0.0262,0.216481,0.027563,-0.014126,0.012941,0.01606,0.015574,0.413189,0.08905,5262.54834,96.482208,35.614632,7.833108,147.86882,61.307808
0241_r0032_c0000,0241,train,98,68,32,0,64,64,510,3586,12.4512,kept,True,30,28,5624,0.464427,0.077847,0.461879,0.072636,0.463129,0.068861,0.457133,0.060509,0.237536,0.024723,0.223862,0.019403,-0.005114,0.016689,0.003062,0.020296,0.308736,0.107635,5127.755371,88.90255,26.163988,10.000674,174.353607,36.55711
0241_r0032_c0032,0241,train,98,68,32,32,64,64,413,3683,10.083,kept,True,30,28,5624,0.50054,0.072455,0.494785,0.067878,0.493676,0.065413,0.483976,0.060879,0.230054,0.025861,0.219203,0.022389,-0.009456,0.014152,0.010252,0.016155,0.361657,0.067922,5112.354492,87.236229,27.23246,10.732223,194.962372,35.77364
0241_r0064_c0000,0241,train,98,68,64,0,64,64,164,3932,4.0039,kept,True,30,28,5624,0.433212,0.076005,0.431941,0.070779,0.434228,0.066998,0.433028,0.059315,0.242107,0.030498,0.222799,0.023321,2.8e-05,0.017041,-0.003455,0.02096,0.270669,0.113905,5049.258789,39.554348,22.034595,10.765696,171.843475,48.403324
0241_r0064_c0032,0241,train,98,68,64,32,64,64,164,3932,4.0039,kept,True,30,28,5624,0.480589,0.070805,0.475787,0.06684,0.474912,0.065024,0.467048,0.061269,0.229018,0.034669,0.212802,0.026999,-0.007965,0.014763,0.008661,0.017004,0.348418,0.065866,5036.943848,26.158829,20.166563,10.454577,209.39978,42.926044
0243_r0000_c0000,0243,train,71,62,0,0,64,64,480,3616,11.7188,kept,True,25,2,1742,0.600415,0.087285,0.587917,0.082701,0.583168,0.079927,0.567362,0.076155,0.245148,0.036388,0.235003,0.031959,-0.013463,0.009958,0.017222,0.01156,0.404644,0.084381,5189.945312,83.122246,26.804504,13.967404,199.951965,62.522285
0243_r0032_c0000,0243,train,71,62,32,0,64,64,325,3771,7.9346,kept,True,25,2,1742,0.581273,0.065633,0.567418,0.062504,0.561899,0.060979,0.547859,0.059081,0.236349,0.035869,0.224427,0.02984,-0.012453,0.010552,0.017169,0.012325,0.406066,0.084519,5131.106445,56.265114,20.253794,12.824921,211.623047,63.09486
0244_r0000_c0000,0244,train,128,176,0,0,64,64,1589,2507,38.7939,kept,True,0,16,2048,0.470614,0.134339,0.480966,0.121211,0.487654,0.112175,0.47701,0.100122,0.305874,0.069942,0.288098,0.061677,-0.008644,0.014922,-0.00062,0.024901,0.202938,0.173548,5550.054688,158.424423,40.025471,12.540297,133.170044,70.226845
0244_r0000_c0032,0244,train,128,176,0,32,64,64,1985,2111,48.4619,kept,True,0,16,2048,0.443826,0.11828,0.453596,0.107856,0.459947,0.101754,0.45175,0.092769,0.29267,0.059746,0.277727,0.052119,-0.006887,0.015915,-0.002078,0.025451,0.199379,0.153969,5408.235352,90.140259,31.462479,10.597523,146.656799,77.893639
0244_r0000_c0064,0244,train,128,176,0,64,64,64,1435,2661,35.0342,kept,True,0,16,2048,0.404474,0.13361,0.413719,0.121751,0.419075,0.114608,0.412102,0.103867,0.278117,0.046551,0.2663,0.040542,-0.005456,0.019753,-0.004031,0.030855,0.173631,0.171327,5340.523438,82.537827,30.505272,12.438941,134.627029,73.672073
0244_r0000_c0096,0244,train,128,176,0,96,64,64,1039,3057,25.3662,kept,True,0,16,2048,0.376718,0.114463,0.385086,0.103938,0.390569,0.097306,0.389308,0.088202,0.298016,0.047825,0.283759,0.038246,0.001066,0.021519,-0.01098,0.032183,0.111363,0.151462,5245.90918,89.81781,31.573204,12.213331,107.612724,62.297745
0244_r0000_c0128,0244,train,128,176,0,128,64,64,355,3741,8.667,kept,True,0,16,2048,0.368881,0.092879,0.374668,0.084643,0.379484,0.079497,0.385932,0.07261,0.309655,0.052069,0.2845,0.043275,0.010652,0.024252,-0.019071,0.033231,0.086406,0.14099,5145.624512,76.690109,29.577087,12.337513,95.590286,66.075768
0244_r0032_c0000,0244,train,128,176,32,0,64,64,1550,2546,37.8418,kept,True,0,16,2048,0.410723,0.100974,0.421954,0.092886,0.429836,0.08731,0.423687,0.078425,0.292979,0.045771,0.279618,0.040603,-0.005552,0.016503,-0.005435,0.024981,0.170792,0.135508,5470.410156,123.936028,37.972328,11.397509,126.264534,66.652451
0244_r0032_c0032,0244,train,128,176,32,32,64,64,2831,1265,69.1162,kept,True,0,16,2048,0.417178,0.091936,0.424823,0.085229,0.430295,0.08083,0.42492,0.072131,0.287902,0.036457,0.277256,0.032003,-0.004638,0.017509,-0.003156,0.023788,0.183116,0.126265,5332.352051,69.619865,27.505154,10.144302,122.78035,64.789078
0244_r0032_c0064,0244,train,128,176,32,64,64,64,3285,811,80.2002,kept,True,0,16,2048,0.367862,0.073101,0.377164,0.065562,0.383353,0.061007,0.38283,0.054547,0.286581,0.022965,0.274759,0.020102,0.000688,0.019409,-0.010238,0.025842,0.128756,0.111473,5253.210449,56.913383,20.955387,11.715632,133.968842,40.020359
0244_r0032_c0096,0244,train,128,176,32,96,64,64,2770,1326,67.627,kept,True,0,16,2048,0.348144,0.07282,0.35677,0.064524,0.36294,0.059555,0.367117,0.054312,0.287304,0.023597,0.273442,0.021336,0.007098,0.02146,-0.017314,0.02803,0.099727,0.114376,5195.822266,50.635551,18.937384,10.987298,133.842484,42.966713
0244_r0032_c0128,0244,train,128,176,32,128,64,64,1111,2985,27.124,kept,True,0,16,2048,0.356311,0.070198,0.360091,0.061918,0.365636,0.057765,0.381317,0.053926,0.301495,0.025466,0.267859,0.0258,0.022216,0.024564,-0.031169,0.028281,0.08166,0.106355,5143.65625,44.457836,17.054199,9.867643,123.35466,61.334763
0244_r0064_c0000,0244,train,128,176,64,0,64,64,269,3827,6.5674,kept,True,0,16,2048,0.381959,0.094424,0.391629,0.086305,0.39849,0.080743,0.396276,0.072872,0.297976,0.038585,0.284228,0.034065,-0.00116,0.017329,-0.009049,0.02564,0.126212,0.121179,5416.296875,85.627548,34.170696,9.541524,163.325455,77.300392
0244_r0064_c0032,0244,train,128,176,64,32,64,64,1287,2809,31.4209,kept,True,0,16,2048,0.387907,0.090092,0.39346,0.083028,0.397831,0.078682,0.396861,0.071432,0.288097,0.031748,0.280813,0.028834,0.00056,0.018925,-0.007574,0.024464,0.144639,0.116943,5332.525391,89.488754,29.629843,10.135058,118.462952,69.250816
0244_r0064_c0064,0244,train,128,176,64,64,64,64,2047,2049,49.9756,kept,True,0,16,2048,0.383079,0.067655,0.386253,0.060299,0.390843,0.057253,0.395633,0.055153,0.288603,0.023426,0.276239,0.02165,0.006736,0.018092,-0.013514,0.020847,0.138846,0.088571,5221.90918,47.1684,18.959129,9.617176,104.626175,55.749458
0244_r0064_c0096,0244,train,128,176,64,96,64,64,1822,2274,44.4824,kept,True,0,16,2048,0.388618,0.055981,0.389544,0.048657,0.393052,0.046121,0.40093,0.044805,0.296145,0.028682,0.27405,0.025453,0.010285,0.01885,-0.015266,0.021154,0.133754,0.077281,5168.856445,29.382811,14.797234,7.16465,104.095726,83.36692
0244_r0064_c0128,0244,train,128,176,64,128,64,64,816,3280,19.9219,kept,True,0,16,2048,0.387333,0.045727,0.385076,0.040953,0.387693,0.039019,0.403961,0.03627,0.305463,0.028204,0.267241,0.029068,0.021075,0.021265,-0.024779,0.02332,0.113917,0.070771,5135.394531,29.307377,13.648961,8.316889,101.277596,110.578644
0245_r0000_c0000,0245,train,151,132,0,0,64,64,482,3614,11.7676,kept,True,9,28,5668,0.302907,0.080564,0.328491,0.068463,0.337456,0.058409,0.337194,0.048329,0.283751,0.059897,0.270619,0.0559,0.001646,0.021933,-0.017438,0.039666,0.071313,0.184551,5115.274414,50.375912,20.497572,10.731136,193.416992,74.74762
0245_r0000_c0032,0245,train,151,132,0,32,64,64,1385,2711,33.8135,kept,True,9,28,5668,0.346869,0.07016,0.364204,0.062121,0.36952,0.055829,0.363598,0.049813,0.287091,0.050865,0.275493,0.046248,-0.006833,0.016679,-0.001833,0.027439,0.114115,0.13392,5155.26416,67.737885,21.389046,11.275322,248.088196,59.511295
0245_r0000_c0064,0245,train,151,132,0,64,64,64,1509,2587,36.8408,kept,True,9,28,5668,0.379966,0.07435,0.391475,0.068617,0.394659,0.064799,0.387206,0.060119,0.294193,0.046602,0.283976,0.040152,-0.008506,0.014521,0.003427,0.020647,0.135121,0.103423,5285.230469,88.502289,27.410257,10.945583,256.745056,39.240292
0245_r0000_c0096,0245,train,151,132,0,96,64,64,606,3490,14.7949,kept,True,9,28,5668,0.404734,0.077851,0.413188,0.073365,0.415007,0.070316,0.407068,0.066606,0.301438,0.04843,0.288321,0.04087,-0.009024,0.013108,0.006019,0.01745,0.152264,0.093428,5376.306641,63.272461,33.201942,8.786788,248.716248,44.602291
0245_r0032_c0000,0245,train,151,132,32,0,64,64,723,3373,17.6514,kept,True,9,28,5668,0.344893,0.076966,0.361428,0.067188,0.364891,0.060235,0.363232,0.05377,0.286969,0.066818,0.269602,0.059566,-0.000971,0.022576,-0.005477,0.037241,0.116824,0.182645,5105.842773,47.395927,17.712259,10.934328,235.753525,90.278526
0245_r0032_c0032,0245,train,151,132,32,32,64,64,2104,1992,51.3672,kept,True,9,28,5668,0.376015,0.067483,0.385908,0.060395,0.388834,0.05668,0.385439,0.054537,0.299064,0.05257,0.281268,0.043377,-0.00399,0.016956,-0.000694,0.023957,0.126746,0.121784,5173.382324,59.265175,20.002514,9.931579,275.354126,66.084236
0245_r0032_c0064,0245,train,151,132,32,64,64,64,2098,1998,51.2207,kept,True,9,28,5668,0.365283,0.073474,0.373754,0.06751,0.377293,0.064549,0.373853,0.061453,0.298111,0.042316,0.283511,0.035596,-0.003902,0.01583,-0.001759,0.02131,0.108003,0.094504,5279.521484,74.653961,23.512989,9.964271,255.335266,67.423447
0245_r0032_c0096,0245,train,151,132,32,96,64,64,717,3379,17.5049,kept,True,9,28,5668,0.347796,0.07731,0.357193,0.072003,0.361059,0.068704,0.358946,0.06394,0.288844,0.040937,0.27804,0.038255,-0.00178,0.016478,-0.004772,0.022563,0.099439,0.095963,5353.727539,40.756344,26.077847,10.222628,231.238892,73.511368
0245_r0064_c0000,0245,train,151,132,64,0,64,64,1106,2990,27.002,kept,True,9,28,5668,0.322928,0.077037,0.337331,0.070942,0.342516,0.066617,0.345912,0.061335,0.293973,0.05355,0.275173,0.046178,0.006794,0.023158,-0.016055,0.034969,0.062151,0.140076,5143.280273,66.846367,21.380968,11.221047,265.707642,70.319405
0245_r0064_c0032,0245,train,151,132,64,32,64,64,1934,2162,47.2168,kept,True,9,28,5668,0.368369,0.093204,0.375735,0.083822,0.37926,0.079046,0.379066,0.074523,0.304119,0.047348,0.281751,0.03914,0.001094,0.017683,-0.007572,0.027385,0.096824,0.131523,5238.367188,73.927994,26.277573,10.381419,271.085876,84.281471
0245_r0064_c0064,0245,train,151,132,64,64,64,64,1331,2765,32.4951,kept,True,9,28,5668,0.353415,0.097529,0.360968,0.087373,0.365372,0.081899,0.365636,0.076071,0.297618,0.045439,0.274678,0.037867,0.002141,0.018564,-0.010415,0.029042,0.085854,0.134504,5306.509277,56.836052,24.218855,10.33387,234.769836,92.409775
0245_r0064_c0096,0245,train,151,132,64,96,64,64,284,3812,6.9336,kept,True,9,28,5668,0.314826,0.071065,0.324744,0.063518,0.33099,0.059695,0.336138,0.055702,0.290471,0.038382,0.271698,0.033083,0.008849,0.018325,-0.019734,0.025707,0.050264,0.10587,5334.074707,28.276735,19.864708,10.237939,206.622025,76.547562
0245_r0096_c0000,0245,train,151,132,96,0,64,64,890,3206,21.7285,kept,True,9,28,5668,0.288523,0.076462,0.302363,0.069179,0.310761,0.064806,0.322443,0.060677,0.294304,0.043034,0.270688,0.039943,0.019689,0.026276,-0.035397,0.036124,0.003183,0.130603,5170.439453,68.827347,23.728687,9.509802,267.319,44.291603
0245_r0096_c0032,0245,train,151,132,96,32,64,64,1165,2931,28.4424,kept,True,9,28,5668,0.286797,0.107485,0.301241,0.096969,0.309815,0.090014,0.31499,0.082755,0.289066,0.04157,0.274389,0.035305,0.011603,0.02144,-0.029865,0.036237,0.001481,0.157663,5273.296387,66.348389,29.306162,8.370117,238.993576,78.761566
0245_r0096_c0064,0245,train,151,132,96,64,64,64,501,3595,12.2314,kept,True,9,28,5668,0.292854,0.099651,0.304846,0.089024,0.312921,0.082675,0.321129,0.076403,0.287099,0.037805,0.263631,0.030166,0.015497,0.023875,-0.031916,0.034167,0.014333,0.146948,5308.472656,38.449768,22.638103,11.400685,190.431885,86.896126
0245_r0096_c0096,0245,train,151,132,96,96,64,64,4,4092,0.0977,kept,True,9,28,5668,0.295951,0.056625,0.304693,0.048744,0.312368,0.045065,0.328379,0.043316,0.296508,0.027161,0.26491,0.025436,0.02572,0.023974,-0.039305,0.028603,0.00931,0.099047,5295.035156,31.148558,14.404041,8.612001,166.351852,64.108994
0250_r0000_c0000,0250,train,95,111,0,0,64,64,1155,2941,28.1982,kept,True,1,17,1743,0.391813,0.110188,0.405784,0.10295,0.4088,0.097331,0.394328,0.082485,0.254909,0.060688,0.260374,0.059121,-0.014848,0.018878,0.009385,0.02691,0.212331,0.187892,5247.594238,108.062836,29.969498,13.504687,103.829865,70.294662
0250_r0000_c0032,0250,train,95,111,0,32,64,64,1400,2696,34.1797,kept,True,1,17,1743,0.289162,0.090159,0.308389,0.084089,0.316534,0.079303,0.315819,0.067769,0.254545,0.031236,0.261075,0.030394,0.002714,0.028051,-0.018216,0.03878,0.079306,0.143594,5152.316406,31.198549,17.770409,9.355232,154.794083,92.24778
0250_r0000_c0064,0250,train,95,111,0,64,64,64,410,3686,10.0098,kept,True,1,17,1743,0.20921,0.055262,0.238715,0.054364,0.254283,0.050869,0.271684,0.033518,0.266531,0.027997,0.263686,0.024538,0.040067,0.069986,-0.074532,0.087265,-0.065044,0.143973,5138.753906,37.662041,17.473831,7.018714,158.737045,67.179405
0250_r0032_c0000,0250,train,95,111,32,0,64,64,1030,3066,25.1465,kept,True,1,17,1743,0.321332,0.096064,0.337879,0.092589,0.344669,0.089727,0.341754,0.082346,0.274438,0.03835,0.275736,0.035489,-0.001612,0.018054,-0.01017,0.026375,0.088067,0.126777,5300.46875,112.328194,32.471134,12.633213,93.227921,57.311722
0250_r0032_c0032,0250,train,95,111,32,32,64,64,1511,2585,36.8896,kept,True,1,17,1743,0.229863,0.076915,0.249057,0.074145,0.259701,0.070743,0.270591,0.059742,0.257407,0.027092,0.256128,0.02597,0.02643,0.05043,-0.050618,0.062584,-0.034109,0.142091,5167.666016,69.037788,21.112694,12.646788,105.171341,56.18346
0250_r0032_c0064,0250,train,95,111,32,64,64,64,646,3450,15.7715,kept,True,1,17,1743,0.169061,0.048898,0.191305,0.047995,0.207454,0.044452,0.247524,0.032208,0.265477,0.025661,0.243444,0.01993,0.093196,0.088148,-0.13592,0.103613,-0.170416,0.136878,5100.054688,30.917261,13.848333,7.207291,112.044868,37.104267
0251_r0000_c0000,0251,train,91,77,0,0,64,64,1249,2847,30.4932,kept,True,5,19,2209,0.201154,0.065209,0.229782,0.066298,0.24483,0.063477,0.261115,0.049108,0.283985,0.021216,0.280232,0.028766,0.039079,0.045807,-0.073462,0.058749,-0.121052,0.125864,5141.903809,82.508751,22.259295,12.62679,213.86438,46.579712
0251_r0000_c0032,0251,train,91,77,0,32,64,64,950,3146,23.1934,kept,True,5,19,2209,0.181703,0.049037,0.208167,0.053747,0.223067,0.05214,0.242007,0.044813,0.280379,0.021798,0.279897,0.022066,0.044732,0.038808,-0.081188,0.051024,-0.158308,0.103022,5233.206543,78.303207,25.655817,10.71587,220.083099,34.569046
0251_r0032_c0000,0251,train,91,77,32,0,64,64,1156,2940,28.2227,kept,True,5,19,2209,0.179318,0.070026,0.199266,0.066711,0.214471,0.061896,0.249395,0.042596,0.280105,0.020065,0.255098,0.021694,0.084336,0.069343,-0.124976,0.084132,-0.185361,0.149901,5093.459961,54.280594,14.353336,11.924187,208.921951,67.460678
0251_r0032_c0032,0251,train,91,77,32,32,64,64,869,3227,21.2158,kept,True,5,19,2209,0.155795,0.025732,0.17753,0.026828,0.194195,0.025956,0.232116,0.023634,0.27858,0.032816,0.261491,0.027335,0.09027,0.051468,-0.13544,0.063149,-0.219985,0.121575,5169.29834,50.525551,18.159851,10.036746,219.424805,72.742912
0252_r0000_c0000,0252,train,123,127,0,0,64,64,469,3627,11.4502,kept,True,5,1,763,0.221966,0.09025,0.238866,0.080898,0.23965,0.065839,0.253944,0.049419,0.205804,0.106224,0.18012,0.085612,0.034134,0.095551,-0.045522,0.156171,0.11108,0.409569,5004.814453,24.949554,8.082799,9.893298,178.262207,86.441284
0252_r0000_c0032,0252,train,123,127,0,32,64,64,1595,2501,38.9404,kept,True,5,1,763,0.275641,0.077383,0.288021,0.071756,0.293518,0.064149,0.30911,0.047563,0.248493,0.094227,0.213521,0.079293,0.030857,0.066838,-0.043712,0.091996,0.094345,0.294656,5015.45166,41.699512,10.941242,12.466133,240.962189,95.58284
0252_r0000_c0064,0252,train,123,127,0,64,64,64,1244,2852,30.3711,kept,True,5,1,763,0.32511,0.072198,0.331996,0.066422,0.338433,0.062127,0.3573,0.049929,0.297271,0.045241,0.254549,0.044107,0.030483,0.038262,-0.041603,0.049338,0.049685,0.127437,5082.527832,84.547523,21.543474,12.283939,277.791016,94.475746
0252_r0032_c0000,0252,train,123,127,32,0,64,64,1500,2596,36.6211,kept,True,5,1,763,0.246603,0.066319,0.257598,0.061377,0.250512,0.055367,0.266119,0.056257,0.202874,0.105913,0.174847,0.083643,0.029807,0.09451,-0.019102,0.140172,0.161707,0.35266,5015.61377,39.898739,10.835453,11.213853,250.988068,97.352615
0252_r0032_c0032,0252,train,123,127,32,32,64,64,2845,1251,69.458,kept,True,5,1,763,0.291535,0.050358,0.302753,0.049337,0.307117,0.048431,0.321746,0.045543,0.268995,0.087401,0.238045,0.074963,0.024478,0.047833,-0.032164,0.063012,0.081532,0.231975,5085.959961,88.377991,23.48974,12.447356,298.840912,57.2761
0252_r0032_c0064,0252,train,123,127,32,64,64,64,1593,2503,38.8916,kept,True,5,1,763,0.311232,0.070204,0.321594,0.064321,0.328851,0.06231,0.340759,0.061426,0.295658,0.048102,0.26962,0.038879,0.018839,0.018492,-0.031384,0.028831,0.037442,0.107474,5203.910156,108.89962,31.465641,7.57691,261.6698,107.3218
0252_r0064_c0000,0252,train,123,127,64,0,64,64,1158,2938,28.2715,kept,True,5,1,763,0.246141,0.056318,0.257006,0.053485,0.263964,0.053221,0.307106,0.049576,0.284462,0.062254,0.236785,0.050262,0.076264,0.06559,-0.090132,0.088168,-0.043345,0.174137,5076.406738,72.613129,19.777222,10.511016,303.133484,50.450417
0252_r0064_c0032,0252,train,123,127,64,32,64,64,1602,2494,39.1113,kept,True,5,1,763,0.275172,0.046168,0.288429,0.043306,0.298241,0.042884,0.325704,0.042089,0.303218,0.039525,0.266199,0.034086,0.044833,0.030137,-0.062009,0.033467,-0.026128,0.086789,5181.208008,89.421021,26.545406,9.148907,306.067993,22.836256
0252_r0064_c0064,0252,train,123,127,64,64,64,64,581,3515,14.1846,kept,True,5,1,763,0.235409,0.074564,0.254433,0.068725,0.267058,0.065278,0.284061,0.06247,0.282939,0.043365,0.267546,0.033395,0.033705,0.027623,-0.061464,0.043034,-0.064679,0.136793,5289.293945,75.89138,30.968466,7.769781,224.582108,96.084076
0255_r0000_c0000,0255,train,125,121,0,0,64,64,631,3465,15.4053,kept,True,3,7,1259,0.334625,0.101197,0.3517,0.094018,0.35886,0.089988,0.354736,0.080634,0.253473,0.037689,0.2568,0.036476,-0.002881,0.016477,-0.009128,0.024459,0.141964,0.157458,5361.195801,74.815544,26.485157,10.887776,174.407639,46.823097
0255_r0000_c0032,0255,train,125,121,0,32,64,64,1576,2520,38.4766,kept,True,3,7,1259,0.271828,0.074091,0.286809,0.070603,0.294157,0.068473,0.295534,0.062069,0.247645,0.027513,0.249775,0.025079,0.004808,0.017241,-0.018942,0.024038,0.059799,0.131971,5361.529297,55.116539,21.529984,10.040852,164.328918,47.530735
0255_r0000_c0064,0255,train,125,121,0,64,64,64,1000,3096,24.4141,kept,True,3,7,1259,0.226971,0.055576,0.242636,0.053942,0.250997,0.052392,0.257287,0.047362,0.252623,0.026888,0.253804,0.024172,0.014629,0.021613,-0.03286,0.028735,-0.028902,0.110023,5342.10791,53.006092,26.190784,11.766407,142.993301,62.499664
0255_r0032_c0000,0255,train,125,121,32,0,64,64,1529,2567,37.3291,kept,True,3,7,1259,0.223391,0.065101,0.246386,0.064927,0.257784,0.063518,0.268379,0.054728,0.261549,0.023966,0.262074,0.025064,0.02468,0.038813,-0.049282,0.046578,-0.043925,0.132776,5257.334473,63.913528,22.572729,9.576543,188.075256,52.287308
0255_r0032_c0032,0255,train,125,121,32,32,64,64,3182,914,77.6855,kept,True,3,7,1259,0.200958,0.043938,0.217443,0.042341,0.226816,0.040415,0.239115,0.034533,0.246492,0.021109,0.24528,0.018803,0.028863,0.033995,-0.051327,0.042217,-0.068989,0.106887,5282.895996,48.409416,15.912678,8.400586,181.820404,49.325268
0255_r0032_c0064,0255,train,125,121,32,64,64,64,1989,2107,48.5596,kept,True,3,7,1259,0.192246,0.037723,0.207332,0.035216,0.217045,0.033196,0.232652,0.029321,0.249751,0.023726,0.24517,0.016264,0.036434,0.034637,-0.060538,0.04507,-0.096548,0.103119,5293.583984,32.720402,16.530609,9.137995,174.602936,61.529423
0255_r0064_c0000,0255,train,125,121,64,0,64,64,1005,3091,24.5361,kept,True,3,7,1259,0.177066,0.051615,0.196414,0.050468,0.209708,0.047073,0.250392,0.039495,0.265705,0.036468,0.241487,0.030631,0.091116,0.079817,-0.125485,0.091474,-0.1538,0.157987,5186.336914,38.667747,15.612629,8.039639,207.547577,65.614037
0255_r0064_c0032,0255,train,125,121,64,32,64,64,1976,2120,48.2422,kept,True,3,7,1259,0.169783,0.025879,0.185239,0.024192,0.196998,0.022503,0.237857,0.031539,0.26243,0.02784,0.238768,0.018133,0.09222,0.071356,-0.123233,0.07945,-0.172403,0.087454,5221.989258,36.566959,13.821207,7.227951,221.594284,46.740276
0255_r0064_c0064,0255,train,125,121,64,64,64,64,1252,2844,30.5664,kept,True,3,7,1259,0.17172,0.033537,0.187359,0.030522,0.199516,0.027486,0.236693,0.027356,0.26591,0.026714,0.243403,0.018942,0.086144,0.057559,-0.118788,0.068739,-0.175073,0.103339,5249.087891,31.193687,15.098135,7.407376,191.59082,62.790722
0257_r0000_c0000,0257,train,121,111,0,0,64,64,262,3834,6.3965,kept,True,7,17,2953,0.188789,0.077306,0.200644,0.068159,0.21249,0.060218,0.264416,0.043328,0.272059,0.035299,0.233827,0.035192,0.115343,0.096301,-0.14954,0.125749,-0.163264,0.173287,4959.013672,54.844448,15.833394,13.961891,128.590057,122.810905
0257_r0000_c0032,0257,train,121,111,0,32,64,64,1162,2934,28.3691,kept,True,7,17,2953,0.184296,0.073388,0.196255,0.064924,0.207294,0.056982,0.255017,0.040722,0.257729,0.031616,0.224957,0.036775,0.110585,0.093074,-0.143789,0.122879,-0.149124,0.171422,4949.148926,49.55014,15.380433,12.662444,133.873932,126.834702
0257_r0000_c0064,0257,train,121,111,0,64,64,64,913,3183,22.29,kept,True,7,17,2953,0.194628,0.081228,0.206678,0.071973,0.217762,0.063545,0.264204,0.044161,0.257165,0.030962,0.221405,0.03556,0.108155,0.092421,-0.141607,0.123607,-0.128557,0.195888,4940.677734,44.520039,15.494795,13.588295,106.932236,106.36142
0257_r0032_c0000,0257,train,121,111,32,0,64,64,1268,2828,30.957,kept,True,7,17,2953,0.294064,0.079845,0.296276,0.075177,0.299477,0.07217,0.318018,0.062546,0.265387,0.034905,0.242558,0.029181,0.035064,0.039775,-0.042261,0.049466,0.039668,0.160666,5070.11084,90.642563,26.37785,10.521725,141.573425,151.928925
0257_r0032_c0032,0257,train,121,111,32,32,64,64,2212,1884,54.0039,kept,True,7,17,2953,0.292691,0.088631,0.294468,0.082223,0.296203,0.077973,0.313636,0.06789,0.254496,0.033467,0.236685,0.028481,0.034327,0.037528,-0.039702,0.047647,0.055398,0.173122,5062.828125,94.703087,27.1231,10.56896,158.992554,159.074005
